"","accessionversion","title","taxid","genus","childtaxa_name","createdate","complete","length","subname"
"2841","MT293209.1","lcl|MT293209.1_cds_QIU81561.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81561.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1552/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-19"
"2842","MT293210.1","lcl|MT293210.1_cds_QIU81573.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81573.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1578/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-19"
"2843","MT345872.1","lcl|MT345872.1_cds_QJA17288.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA17288.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/16","whole_genome",3822,"SARS-CoV-2/human/USA/ID-UW-4357/2020|Homo sapiens|SARS-CoV2|USA: ID|2020-03-27"
"2844","MT293212.1","lcl|MT293212.1_cds_QIU81597.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81597.1] [location=21547..25368] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1576/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-19"
"2845","MT293213.1","lcl|MT293213.1_cds_QIU81609.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81609.1] [location=21554..25375] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1574/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-19"
"2846","MT293215.1","lcl|MT293215.1_cds_QIU81633.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81633.1] [location=21539..25360] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1569/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-19"
"2847","MT293216.1","lcl|MT293216.1_cds_QIU81645.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81645.1] [location=21539..25360] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1562/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-19"
"2848","MT293218.1","lcl|MT293218.1_cds_QIU81669.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81669.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1441/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-18"
"2849","MT293219.1","lcl|MT293219.1_cds_QIU81681.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81681.1] [location=21547..25368] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1440/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-18"
"2850","MT293220.1","lcl|MT293220.1_cds_QIU81693.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81693.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1470/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-18"
"2851","MT293222.1","lcl|MT293222.1_cds_QIU81717.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81717.1] [location=21503..25324] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1433/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-18"
"2852","MT293224.1","lcl|MT293224.1_cds_QIU81741.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81741.1] [location=21538..25359] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1608/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-18"
"2853","MT293225.1","lcl|MT293225.1_cds_QIU81753.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81753.1] [location=21539..25360] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1599/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-18"
"2854","MT295464.1","lcl|MT295464.1_cds_QIU81898.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81898.1] [location=21552..25373] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS CoV-2/human/USA/UF-1/2020|Homo sapiens|SARS-CoV2|Vero E6 cells|USA|nasal swab specimen|2020-03-10"
"2855","MT295465.1","lcl|MT295465.1_cds_QIU81910.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81910.1] [location=21553..25374] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/UF-2/2020|Homo sapiens|SARS-CoV2|USA|nasal swab specimen|2020-03-27"
"2856","MT300186.2","lcl|MT300186.2_cds_QIV14972.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIV14972.1] [location=21538..25359] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/07","whole_genome",3822,"SARS-CoV-2/human/USA/UNC_200173/2020|Homo sapiens|SARS-CoV2|USA: North Carolina|2020-04-02|Dirk Dittmer"
"2857","MT304474.1","lcl|MT304474.1_cds_QIV14984.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIV14984.1] [location=21563..25384] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/07","whole_genome",3822,"SARS-CoV-2/human/KOR/BA-ACH_2604/2020|Homo sapiens|SARS-CoV2|SARS-CoV-2|South Korea|nasopharyngeal swab|2020-02-27|5' sequence is the primer sequence used"
"2858","MT304475.1","lcl|MT304475.1_cds_QIV14996.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIV14996.1] [location=21563..25384] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/07","whole_genome",3822,"SARS-CoV-2/human/KOR/BA-ACH_2718/2020|Homo sapiens|SARS-CoV2|SARS-CoV-2|South Korea|nasopharyngeal swab|2020-02-29|5' sequence is the primer sequence used"
"2859","MT304476.1","lcl|MT304476.1_cds_QIV15008.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIV15008.1] [location=21563..25384] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/07","whole_genome",3822,"SARS-CoV-2/human/KOR/BA-ACH_2719/2020|Homo sapiens|SARS-CoV2|SARS-CoV-2|South Korea|nasopharyngeal swab|2020-02-29|5' sequence is the primer sequence used"
"2860","MT304477.1","lcl|MT304477.1_cds_QIV15020.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIV15020.1] [location=21563..25384] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/07","whole_genome",3822,"SARS-CoV-2/human/USA/AZ_4811/2020|Homo sapiens|SARS-CoV2|SARS-CoV-2|USA: AZ|sputum|2020-03-02|5' sequence is the primer sequence used"
"2861","MT304478.1","lcl|MT304478.1_cds_QIV15032.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIV15032.1] [location=21563..25384] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/07","whole_genome",3822,"SARS-CoV-2/human/USA/FL_6318/2020|Homo sapiens|SARS-CoV2|SARS-CoV-2|USA: FL|nasopharyngeal swab|2020-03-02|5' sequence is the primer sequence used"
"2862","MT304479.1","lcl|MT304479.1_cds_QIV15044.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIV15044.1] [location=21563..25384] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/07","whole_genome",3822,"SARS-CoV-2/human/USA/GA_1299/2020|Homo sapiens|SARS-CoV2|SARS-CoV-2|USA: GA|throat (oropharyngeal) swab|2020-03-03|5' sequence is the primer sequence used"
"2863","MT304480.1","lcl|MT304480.1_cds_QIV15056.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIV15056.1] [location=21563..25384] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/07","whole_genome",3822,"SARS-CoV-2/human/USA/GA_1320/2020|Homo sapiens|SARS-CoV2|SARS-CoV-2|USA: GA|nasopharyngeal swab|2020-03-03|5' sequence is the primer sequence used"
"2864","MT304481.1","lcl|MT304481.1_cds_QIV15068.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIV15068.1] [location=21563..25384] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/07","whole_genome",3822,"SARS-CoV-2/human/USA/GA_1445/2020|Homo sapiens|SARS-CoV2|SARS-CoV-2|USA: GA|throat (oropharyngeal) swab|2020-03-04|5' sequence is the primer sequence used"
"2865","MT304482.1","lcl|MT304482.1_cds_QIV15080.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIV15080.1] [location=21563..25384] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/07","whole_genome",3822,"SARS-CoV-2/human/USA/IL_1293/2020|Homo sapiens|SARS-CoV2|SARS-CoV-2|USA: IL|nasopharyngeal swab|2020-03-01|5' sequence is the primer sequence used"
"2866","MT350242.1","lcl|MT350242.1_cds_QJA42057.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA42057.1] [location=21525..25346] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/17","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0052/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03"
"2867","MT304484.1","lcl|MT304484.1_cds_QIV15104.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIV15104.1] [location=21563..25384] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/07","whole_genome",3822,"SARS-CoV-2/human/USA/NH_0004/2020|Homo sapiens|SARS-CoV2|SARS-CoV-2|USA: NH|nasopharyngeal swab|2020-02-29|5' sequence is the primer sequence used"
"2868","MT350244.1","lcl|MT350244.1_cds_QJA42081.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA42081.1] [location=21563..25384] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/17","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0054/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03"
"2869","MT350245.1","lcl|MT350245.1_cds_QJA42093.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA42093.1] [location=21557..25378] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/17","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0055/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03"
"2870","MT325640.1","lcl|MT325640.1_cds_QIZ16497.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIZ16497.1] [location=21563..25384] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/13","whole_genome",3822,"SARS-CoV-2/human/USA/MA_3653/2020|Homo sapiens|SARS-CoV2|SARS-CoV-2|USA: MA|nasopharyngeal swab|2020-03-06|5' sequence is the primer sequence used"
"2871","MT326023.1","lcl|MT326023.1_cds_QIZ12963.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIZ12963.1] [location=21549..25370] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/13","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-2006/2020|Homo sapiens|SARS-CoV2|USA|NP/OP swab|2020-03-24"
"2872","MT326024.1","lcl|MT326024.1_cds_QIZ12975.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIZ12975.1] [location=21386..25207] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/13","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1994/2020|Homo sapiens|SARS-CoV2|USA|NP/OP swab|2020-03-24"
"2873","MT326027.1","lcl|MT326027.1_cds_QIZ13011.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIZ13011.1] [location=21557..25378] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/13","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1977/2020|Homo sapiens|SARS-CoV2|USA|NP/OP swab|2020-03-24"
"2874","MT350250.1","lcl|MT350250.1_cds_QJA42153.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA42153.1] [location=21560..25381] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/17","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0060/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03"
"2875","MT350251.1","lcl|MT350251.1_cds_QJA42165.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA42165.1] [location=21547..25368] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/17","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0061/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03"
"2876","MT350252.1","lcl|MT350252.1_cds_QJA42177.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA42177.1] [location=21554..25375] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/17","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0063/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03"
"2877","MT350253.1","lcl|MT350253.1_cds_QJA42189.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA42189.1] [location=21559..25380] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/17","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0064/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-04"
"2878","MT350254.1","lcl|MT350254.1_cds_QJA42201.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA42201.1] [location=21562..25383] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/17","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0065/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-04"
"2879","MT350255.1","lcl|MT350255.1_cds_QJA42213.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA42213.1] [location=21559..25380] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/17","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0066/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-04"
"2880","MT350256.1","lcl|MT350256.1_cds_QJA42225.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA42225.1] [location=21541..25362] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/17","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0067/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-04"
"2881","MT322395.1","lcl|MT322395.1_cds_QIX13687.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIX13687.1] [location=21527..25348] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/11","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0002/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03|EPI_ISL_418956"
"2882","MT350263.1","lcl|MT350263.1_cds_QJA41653.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA41653.1] [location=21563..25384] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/17","whole_genome",3822,"SARS-CoV-2/human/USA/USA-WA_0480/2020|Homo sapiens|SARS-CoV2|USA: WA|nasopharyngeal swab|2020-03-19|5' sequence is the primer sequence used"
"2883","MT322397.1","lcl|MT322397.1_cds_QIX13711.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIX13711.1] [location=21553..25374] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/11","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0004/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03|EPI_ISL_418958"
"2884","MT322398.1","lcl|MT322398.1_cds_QIX13723.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIX13723.1] [location=21526..25347] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/11","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0005/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03|EPI_ISL_419256"
"2885","MT322400.1","lcl|MT322400.1_cds_QIX13747.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIX13747.1] [location=21547..25368] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/11","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0007/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03|EPI_ISL_419258"
"2886","MT322401.1","lcl|MT322401.1_cds_QIX13759.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIX13759.1] [location=21560..25381] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/11","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0008/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03|EPI_ISL_419260"
"2887","MT322402.1","lcl|MT322402.1_cds_QIX13771.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIX13771.1] [location=21558..25379] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/11","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0009/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03|EPI_ISL_419261"
"2888","MT322403.1","lcl|MT322403.1_cds_QIX13783.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIX13783.1] [location=21552..25373] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/11","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0010/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03|EPI_ISL_419262"
"2889","MT322404.1","lcl|MT322404.1_cds_QIX13795.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIX13795.1] [location=21525..25346] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/11","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0011/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03|EPI_ISL_419263"
"2890","MT322405.1","lcl|MT322405.1_cds_QIX13807.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIX13807.1] [location=21562..25383] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/11","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0012/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03|EPI_ISL_419706"
"2891","MT322406.1","lcl|MT322406.1_cds_QIX13819.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIX13819.1] [location=21546..25367] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/11","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0016/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03|EPI_ISL_419710"
"2892","MT322407.1","lcl|MT322407.1_cds_QIX13831.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIX13831.1] [location=21526..25347] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/11","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0017/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03|EPI_ISL_419711"
"2893","MT322408.1","lcl|MT322408.1_cds_QIX13843.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIX13843.1] [location=21526..25347] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/11","whole_genome",3822,"SARS-CoV-2/human/USA/VA-DCLS-0018/2020|Homo sapiens|SARS-CoV2|USA: VA|2020-03|EPI_ISL_420028"
"2894","MT350275.1","lcl|MT350275.1_cds_QJA41797.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA41797.1] [location=21563..25384] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/17","whole_genome",3822,"SARS-CoV-2/human/USA/USA-WA_0484/2020|Homo sapiens|SARS-CoV2|USA: WA|nasopharyngeal swab|2020-03-19|5' sequence is the primer sequence used"
"2895","MT350276.1","lcl|MT350276.1_cds_QJA41809.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA41809.1] [location=21563..25384] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/17","whole_genome",3822,"SARS-CoV-2/human/USA/USA-WA_0429/2020|Homo sapiens|SARS-CoV2|USA: WA|nasopharyngeal swab|2020-03-19|5' sequence is the primer sequence used"
"2896","MT350277.1","lcl|MT350277.1_cds_QJA41821.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA41821.1] [location=21563..25384] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/17","whole_genome",3822,"SARS-CoV-2/human/USA/USA-WA_0441/2020|Homo sapiens|SARS-CoV2|USA: WA|nasopharyngeal swab|2020-03-19|5' sequence is the primer sequence used"
